Группа каталога,Тип локации,Регион,Город / кластер,АО Москвы,Район / локация,ЖК,Застройщик,Ссылка на чат,Ссылка исходная,Листы-источники,Строки-источники,Тип списка,Уверенность,Комментарий,slug_chat,slug_group,slug_region,slug_city_cluster,slug_district
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Грин Гарден,Ташир,https://t.me/JKGreenGarden,https://t.me/JKGreenGarden,Екатеринбург чаты,Екатеринбург чаты:32,main,high,,grin-garden,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Дом на шефской,Ташир,https://t.me/JKDomnaShefskoi,https://t.me/JKDomnaShefskoi,Екатеринбург чаты,Екатеринбург чаты:21,main,high,,dom-na-shefskoy,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Дружный,Ташир,https://t.me/JKDruzhnoiy,https://t.me/JKDruzhnoiy,Екатеринбург чаты,Екатеринбург чаты:22,main,high,,druzhnyy,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Дружный-2,Ташир,https://t.me/JKDruzniy2,https://t.me/JKDruzniy2,Екатеринбург чаты,Екатеринбург чаты:43,main,high,,druzhnyy-2,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Зеленая горка,Ташир,https://t.me/JKZelGorka,https://t.me/JKZelGorka,Екатеринбург чаты,Екатеринбург чаты:57,main,high,,zelenaya-gorka,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Изумрудный бор,Ташир,https://t.me/JKIzumrudniyBor,https://t.me/JKIzumrudniyBor,Екатеринбург чаты,Екатеринбург чаты:28,main,high,,izumrudnyy-bor,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Клубный дом традиция,Ташир,https://t.me/JKKDTradiciya,https://t.me/JKKDTradiciya,Екатеринбург чаты,Екатеринбург чаты:14,main,high,,klubnyy-dom-traditsiya,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Космос,Ташир,https://t.me/JKKosmosK,https://t.me/JKKosmosK,Екатеринбург чаты,Екатеринбург чаты:15,main,high,,kosmos,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,М1,Ташир,https://t.me/JKM1Zhuteli,https://t.me/JKM1Zhuteli,Екатеринбург чаты,Екатеринбург чаты:8,main,high,,m1,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Малахит,Ташир,https://t.me/JKMalahitJ,https://t.me/JKMalahitJ,Екатеринбург чаты,Екатеринбург чаты:53,main,high,,malahit,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Мир Труд Май,Ташир,https://t.me/JKmirTruDMay,https://t.me/JKmirTruDMay,Екатеринбург чаты,Екатеринбург чаты:17,main,high,,mir-trud-may,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Мохито,Ташир,https://t.me/JKMoxito,https://t.me/JKMoxito,Екатеринбург чаты,Екатеринбург чаты:49,main,high,,mohito,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Небосклоны,Ташир,https://t.me/JKNeboskloniy,https://t.me/JKNeboskloniy,Екатеринбург чаты,Екатеринбург чаты:47,main,high,,nebosklony,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Новокольцовский,Ташир,https://t.me/JKNovokolcovskiy,https://t.me/JKNovokolcovskiy,Екатеринбург чаты,Екатеринбург чаты:23,main,high,,novokoltsovskiy,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Огни Исети,Ташир,https://t.me/JKOgniIseti,https://t.me/JKOgniIseti,Екатеринбург чаты,Екатеринбург чаты:50,main,high,,ogni-iseti,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Основинские кварталы,Ташир,https://t.me/JKOsnovinskieKv,https://t.me/JKOsnovinskieKv,Екатеринбург чаты,Екатеринбург чаты:27,main,high,,osnovinskie-kvartaly,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Парк Столиц,Ташир,https://t.me/JKParkStolic,https://t.me/JKParkStolic,Екатеринбург чаты,Екатеринбург чаты:16,main,high,,park-stolits,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Парковый квартал 2.0,Ташир,https://t.me/JKParkoviyKvartal,https://t.me/JKParkoviyKvartal,Екатеринбург чаты,Екатеринбург чаты:60,main,high,,parkovyy-kvartal-2-0,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Проспект мира,Ташир,https://t.me/JKProspektMira,https://t.me/JKProspektMira,Екатеринбург чаты,Екатеринбург чаты:20,main,high,,prospekt-mira,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Русь,Ташир,https://t.me/JKRusZhiteli,https://t.me/JKRusZhiteli,Екатеринбург чаты,Екатеринбург чаты:11,main,high,,rus,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Северный Химмаш,Ташир,https://t.me/JKSeverniyHimmash,https://t.me/JKSeverniyHimmash,Екатеринбург чаты,Екатеринбург чаты:13,main,high,,severnyy-himmash,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Сибирский Сад,Ташир,https://t.me/JKSibSad,https://t.me/JKSibSad,Екатеринбург чаты,Екатеринбург чаты:5,main,high,,sibirskiy-sad,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Старт,Ташир,https://t.me/JKStartZhilcy,https://t.me/JKStartZhilcy,Екатеринбург чаты,Екатеринбург чаты:66,main,high,,start,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,ТАктика,Ташир,https://t.me/JKTaktika,https://t.me/JKTaktika,Екатеринбург чаты,Екатеринбург чаты:48,main,high,,taktika,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Философия Идеалистов,Ташир,https://t.me/JKFilosofiYaIdealistov,https://t.me/JKFilosofiYaIdealistov,Екатеринбург чаты,Екатеринбург чаты:56,main,high,,filosofiya-idealistov,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Фристайл,Ташир,https://t.me/JKFristail,https://t.me/JKFristail,Екатеринбург чаты,Екатеринбург чаты:46,main,high,,fristayl,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Центральный парк,Ташир,https://t.me/JKCentralniyPark,https://t.me/JKCentralniyPark,Екатеринбург чаты,Екатеринбург чаты:25,main,high,,tsentralnyy-park,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Шишимская гора,Ташир,https://t.me/JKShishimskayaGora,https://t.me/JKShishimskayaGora,Екатеринбург чаты,Екатеринбург чаты:54,main,high,,shishimskaya-gora,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,Южный сад,Ташир,https://t.me/JKUzniySad,https://t.me/JKUzniySad,Екатеринбург чаты,Екатеринбург чаты:35,main,high,,yuzhnyy-sad,tashir,sverdlovskaya-oblast,ekaterinburg,
Ташир,Другой город/регион,Свердловская область,Екатеринбург,,,лес,Ташир,https://t.me/JKLeszhiteli,https://t.me/JKLeszhiteli,Екатеринбург чаты,Екатеринбург чаты:7,main,high,,les,tashir,sverdlovskaya-oblast,ekaterinburg,
Телецентр,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК 1956 Кварталы Телецентра,Телецентр,https://t.me/JK1956KvarlaliTeletsentraJiltsi,https://t.me/JK1956KvarlaliTeletsentraJiltsi,Новосибирск чаты,Новосибирск чаты:32,main,high,,zhk-1956-kvartaly-teletsentra,teletsentr,novosibirskaya-oblast,novosibirsk,
Технополис,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Новикола""",Технополис,https://t.me/JKNovikola,https://t.me/JKNovikola,Питер чаты,Питер чаты:111,main,high,,zhk-novikola,tekhnopolis,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Тишина,Другой город/регион,Свердловская область,Екатеринбург,,,Тишина,Тишина,https://t.me/JKTishina,https://t.me/JKTishina,Екатеринбург чаты,Екатеринбург чаты:37,main,high,,tishina,tishina,sverdlovskaya-oblast,ekaterinburg,
Трест--36,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Belevsky club""",Трест--36,https://t.me/JKBelKlab,https://t.me/JKBelKlab,Питер чаты,Питер чаты:103,main,high,,zhk-belevsky-club,trest-36,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
УНИСТРОЙ,Другой город/регион,Республика Татарстан,Казань,,,ЖК Statum,УНИСТРОЙ,https://t.me/JKStatumDolchiki,https://t.me/JKStatumDolchiki,Казань чаты,Казань чаты:7; Казань чаты:78,main,high,,zhk-statum,unistroi,respublika-tatarstan,kazan,
УНИСТРОЙ,Другой город/регион,Республика Татарстан,Казань,,,ЖК UNO,УНИСТРОЙ,https://t.me/JKUNODolchiki,https://t.me/JKUNODolchiki,Казань чаты,Казань чаты:2; Казань чаты:73,main,high,,zhk-uno,unistroi,respublika-tatarstan,kazan,
УНИСТРОЙ,Другой город/регион,Республика Татарстан,Казань,,,ЖК Весна-2,УНИСТРОЙ,https://t.me/JKVesna2Dolchiki,https://t.me/JKVesna2Dolchiki,Казань чаты,Казань чаты:13; Казань чаты:84,main,high,,zhk-vesna-2,unistroi,respublika-tatarstan,kazan,
УНИСТРОЙ,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,ЖК Лисино,УНИСТРОЙ,https://t.me/JKLisinoSosedi,https://t.me/JKLisinoSosedi,Питер чаты,Питер чаты:9,main,high,,zhk-lisino,unistroi,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
УЭЗ,Москва,Москва,Москва,ЦАО,Пресненский,ЖК «Шелепиха»,УЭЗ,https://t.me/JKShelepiha,https://t.me/JKShelepiha,Москва чаты,Москва чаты:170,main,medium,,zhk-shelepiha,uez,moskva,moskva,presnenskiy
